field_1,Applicant Name,Alias,Well Name,Project Name,Company website,Document Website,Well Applications,EPA Region,Well Class,Well Type,State,County/Parish,Latitude,Longitude,Lambert X (1927 LAMBERT COORDINATE STANDARD),Lambert Y (1927 LAMBERT COORDINATE STANDARD),Location,Comments,Injection Rate,Years,Total Volume,New Louisiana Well No,NDIC File No.,Louisiana Well No,API,UIC Application Num,Approval Ownership,Well Number,Permit Status,Application Received Date,NOD 1 Sent,NOD 1 Response Rec'd,NOD 2 Sent,NOD 2 Response Rec'd,NOD 3 Sent,NOD 3 Response Rec'd,Completeness Review - Estimated Date,Completeness Review - Actual Date,RAI 1 Sent,RAI 1 Response Rec'd,RAI 2 Sent,RAI 2 Response Rec'd,RAI 3 Sent,RAI 3 Response Rec'd,RAI 4 Sent,RAI 4 Response Rec'd,RAI 5 Sent,RAI 5 Response Rec'd,RAI 6 Sent,RAI 6 Response Rec'd,RAI 7 Sent,RAI 7 Response Rec'd,RAI 8 Sent,RAI 8 Response Rec'd,RAI 9 Sent,RAI 9 Response Rec'd,RAI 10 Sent,RAI 10 Response Rec'd,Technical Review  - Estimated Date,Technical Review - Actual Date,On Hold Start Date,On Hold End Date,Draft Permit- Estimated Date,Draft Permit - Actual Date,Public Comment  Period - Estimated Date,Public Comment Period - Actual Date,Final Permit Decision- Estimated Date,Final Permit Decision- Actual Date,2nd Public Comment Period - Estimated,2nd Public Comment Period - Actual,2nd Prepare Final Permit Decision - Estimated,2nd Prepare Final Permit Decision - Actual,Application Received by State,Declared Administratively Complete by State,start of State Technical Review,layer,path
,"Chevron U.S.A., Inc.",Chevron,"MC19002INJ,",Kern River Eastridge CCS,https://www.chevron.com/lower-carbon,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=176&clear=15&session=10971593252539&cs=3EzUPLXZMVmD3RBk9xSzVAb_f8ka56bufVCGp1foNx1WFR1sguZQPYnJuoStfsYp9AgWh6XCVFpndCNyNyR4KZw,"4",9,VI,Geologic Sequestration,California,Kern County,"35.4401","-118.9981",,,,,,,,,,,,,US EPA,,Pending,12/15/2023,1/12/2024,2/12/2024,"-","-","-","-","-",4/10/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",10/12/2025,"-","-","-",12/11/2025,"-",1/10/2026,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Chevron U.S.A., Inc.",Chevron,ANO9005INJ,Kern River Eastridge CCS,https://www.chevron.com/lower-carbon,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=176&clear=15&session=10971593252539&cs=3EzUPLXZMVmD3RBk9xSzVAb_f8ka56bufVCGp1foNx1WFR1sguZQPYnJuoStfsYp9AgWh6XCVFpndCNyNyR4KZw,"4",9,VI,Geologic Sequestration,California,Kern County,"35.4462","-119.001",,,,,,,,,,,,,US EPA,,Pending,12/15/2023,1/12/2024,2/12/2024,"-","-","-","-","-",4/10/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",10/12/2025,"-","-","-",12/11/2025,"-",1/10/2026,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Montezuma NorCal Carbon Sequestration Hub,Montezuma Wetlands,IW-A1 ,Montezuma Carbon LLC,https://montezumawetlands.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=173&clear=15&session=10971593252539&cs=3hIC27ZoXXrrsUxLOzCuvgpgUiZLCuV1v8-q4wHAl-BSQqO-SMgDQewZdR16Vv8lbv3bGaVYpQoUXVAD8fbaa2w,"1",9,VI,Geologic Sequestration,California,Solano,"38.0853","-120.1414",,,,,,,,,,,,,US EPA,,Pending,5/30/2023,6/28/2023,8/31/2023,10/10/2023,10/24/2023,"-","-","-",11/1/2023,4/3/2024,5/3/2024,8/14/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5/4/2025,"-","-","-",7/3/2025,"-",8/2/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Pelican Renewables, LLC",Pelican Renewables,Rindge Tract CCS Well #1,Pelican,https://pelicanrenewables.com/about/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=171&clear=15&session=10971593252539&cs=3Pgjm5wwE6gFfkfS2-8lUWNx3v-22rFzMifEi-MNMPXo9UwWuUw-gisohIy85P4Y2OlZ0SIMM07XkiPgxV7_AwQ,"2",9,VI,Geologic Sequestration,California,San Joaquin,"38.021507","-121.428926",,,,,,,,,,,,,US EPA,,Pending,2/22/2023,3/17/2023,4/3/2023,"-","-","-","-","-",4/12/2023,2/14/2024,4/15/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",9/28/2024,"-","-","-",11/27/2024,"-",1/11/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Pelican Renewables, LLC",Pelican Renewables,Rindge Tract CCS Well #2,Pelican,https://pelicanrenewables.com/about/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=171&clear=15&session=10971593252539&cs=3Pgjm5wwE6gFfkfS2-8lUWNx3v-22rFzMifEi-MNMPXo9UwWuUw-gisohIy85P4Y2OlZ0SIMM07XkiPgxV7_AwQ,"2",9,VI,Geologic Sequestration,California,San Joaquin,"38.014567","-121.415405",,,,,,,,,,,,,US EPA,,Pending,2/22/2023,3/17/2023,4/3/2023,"-","-","-","-","-",4/12/2023,2/14/2024,4/15/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",9/28/2024,"-","-","-",11/27/2024,"-",1/11/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Carbon America,Carbon America,,Denova,https://www.carbonamerica.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=164&clear=15&session=10971593252539&cs=3ur6kQxI8LOr-bU7rmAa3KITIr5SiYO1qAZnvj8Jy-PrR3_cs8OogI4KcvDePjMJ5FCHSrP9C5IXMDuptEDm1ZQ,"1",8,VI,Geologic Sequestration,Colorado,Washington,,,,,,,,,,,,,,,US EPA,,Pending,12/4/2023,"-","-","-","-","-","-","-",1/5/2024,1/2/2024,1/4/2024,4/14/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",7/8/2025,"-","-","-",9/6/2025,"-",10/6/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Carbon Storage Solutions, LLC",Front Range Energy,,Front Range 1-1,https://www.frontrangeenergy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=184&clear=15&session=10971593252539&cs=3CfEZi1XVYf1eM0gHt8jX4hmf5iSEYRZBOMXSvjvojHAgiH0dFgYXWVrbYivtSPGOHFZlfdJnxtz1_bM3TF7C1A,"1",8,VI,Geologic Sequestration,Colorado,Weld,"40.454962","-104.859761",,,,,,,,,,,,,US EPA,,Pending,5/24/2024,6/23/2024,7/19/2024,"-","-","-","-",6/24/2024,7/27/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",1/28/2026,"-","-","-",3/29/2026,"-",4/28/2026,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tampa Electric,TECO Energy,,Polk Storage Complex,https://www.tecoenergy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=183&clear=15&session=10971593252539&cs=3evp0z5C5e12ZhBorEx2SFx2egNmSUEoIDs2PGGUSNYxA0EwaCLdAZGwzuD6z6_DD2G9Hh00eZ81TzrTpdfZDmg,"3",4,VI,Geologic Sequestration,Florida,Polk County,,,,,,,,,,,,,,,US EPA,,Pending,4/30/2024,5/16/2024,5/28/2024,"-","-","-","-","-",6/24/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",12/26/2025,"-","-","-",2/24/2026,"-",3/26/2026,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Archer Daniels Midland,ADM,CCS #1,*ADM Decatur Campus,https://www.adm.com/en-us/standalone-pages/adm-and-carbon-capture-and-storage/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=130&clear=15&session=10971593252539&cs=3owbjjaFk167mKYg6iDLg7T2vuOMM2XcQ5mI0osnRwa_algiphn5d3RLEnrcLSAGtQZEjpKqLP95dR4Cl5SqhKQ,"4",5,VI,Geologic Sequestration,Illinois,Macon,"39.877","-87.1066",,,,,,,,,,,,,US EPA,,Pending,3/29/2023,4/27/2023,5/8/2023,"-","-","-","-","-",5/25/2023,7/21/2023,8/3/2023,2/7/2024,5/29/2024,4/30/2024,5/29/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-",11/10/2024,"-","-","-",1/9/2025,"-",2/23/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Archer Daniels Midland,ADM,CCS #2,*ADM Decatur Campus,https://www.adm.com/en-us/standalone-pages/adm-and-carbon-capture-and-storage/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=130&clear=15&session=10971593252539&cs=3owbjjaFk167mKYg6iDLg7T2vuOMM2XcQ5mI0osnRwa_algiphn5d3RLEnrcLSAGtQZEjpKqLP95dR4Cl5SqhKQ,"4",5,VI,Geologic Sequestration,Illinois,Macon,"39.8856","-87.113",,,,,,,,,,,,,US EPA,,Pending,3/29/2023,4/27/2023,5/8/2023,"-","-","-","-","-",5/25/2023,7/21/2023,8/3/2023,2/7/2024,5/29/2024,4/30/2024,5/29/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-",11/10/2024,"-","-","-",1/9/2025,"-",2/23/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Archer Daniels Midland,ADM,CCS #5,Maroa,https://www.adm.com/en-us/standalone-pages/adm-and-carbon-capture-and-storage/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=146&clear=15&session=10971593252539&cs=3_EmWpGRvNaH05fs7TvVzy1fI2Iaiof8lfM5y3BFkeCY-CG-KkPO3_qBwFPUUesapPwL__7ROewy_dP7-ffg38w,"3",5,VI,Geologic Sequestration,Illinois,Macon,,,,,,,,,,,,,,,US EPA,,Pending,4/7/2023,4/27/2023,5/8/2023,"-","-","-","-","-",5/25/2023,7/21/2023,8/3/2023,9/20/2023,10/17/2023,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",11/25/2024,"-","-","-",1/24/2025,"-",2/23/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Archer Daniels Midland,ADM,CCS #6,Maroa,https://www.adm.com/en-us/standalone-pages/adm-and-carbon-capture-and-storage/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=146&clear=15&session=10971593252539&cs=3_EmWpGRvNaH05fs7TvVzy1fI2Iaiof8lfM5y3BFkeCY-CG-KkPO3_qBwFPUUesapPwL__7ROewy_dP7-ffg38w,"3",5,VI,Geologic Sequestration,Illinois,Macon,,,,,,,,,,,,,,,US EPA,,Pending,4/7/2023,4/27/2023,5/8/2023,"-","-","-","-","-",5/25/2023,7/21/2023,8/3/2023,9/20/2023,10/17/2023,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",11/25/2024,"-","-","-",1/24/2025,"-",2/23/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Archer Daniels Midland,ADM,CCS #7,Maroa,https://www.adm.com/en-us/standalone-pages/adm-and-carbon-capture-and-storage/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=146&clear=15&session=10971593252539&cs=3_EmWpGRvNaH05fs7TvVzy1fI2Iaiof8lfM5y3BFkeCY-CG-KkPO3_qBwFPUUesapPwL__7ROewy_dP7-ffg38w,"3",5,VI,Geologic Sequestration,Illinois,Macon,,,,,,,,,,,,,,,US EPA,,Pending,4/7/2023,4/27/2023,5/8/2023,"-","-","-","-","-",5/25/2023,7/21/2023,8/3/2023,9/20/2023,10/17/2023,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",11/25/2024,"-","-","-",1/24/2025,"-",2/23/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Heartland Greenway Carbon Storage, LLC",Navigator, Well #2 (NC_INJ2),Compass,,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=147&clear=15&session=10971593252539&cs=3YnAFUMCh-jXHhAAwWwF_1bRb700grZgDraaw6SfBZ1k9TkGqqoVLPiTfkSBRUwYp68znQ91OMMfFnqIfEIQccA,"2",5,VI,Geologic Sequestration,Illinois,DeWitt,"40.281983","-89.005617",,,,,,,,,,,,,US EPA,,Pending,6/5/2023,"-","-","-","-","-","-","-",6/16/2023,6/23/2023,6/30/2023,3/1/2024,7/2/2024,4/24/2024,7/2/2024,7/3/2024,7/5/2024,"-","-","-","-","-","-","-","-","-","-","-","-",12/17/2024,"-","-","-",2/15/2025,"-",3/17/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Heartland Greenway Carbon Storage, LLC",Navigator, Well #1 (NC_INJ1),Compass,,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=147&clear=15&session=10971593252539&cs=3YnAFUMCh-jXHhAAwWwF_1bRb700grZgDraaw6SfBZ1k9TkGqqoVLPiTfkSBRUwYp68znQ91OMMfFnqIfEIQccA,"2",5,VI,Geologic Sequestration,Illinois,DeWitt,"40.281981","-88.991517",,,,,,,,,,,,,US EPA,,Pending,6/5/2023,"-","-","-","-","-","-","-",6/16/2023,6/23/2023,6/30/2023,3/1/2024,7/2/2024,4/24/2024,7/2/2024,7/3/2024,7/5/2024,"-","-","-","-","-","-","-","-","-","-","-","-",12/17/2024,"-","-","-",2/15/2025,"-",3/17/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Marquis Carbon Injection, LLC",Marquis,,Marquis Carbon,https://marquisinc.com/carbon-and-sustainability/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=140&clear=15&session=10971593252539&cs=3LAFWYSgypMD3xI3IWdglw-T6T2IxH-eATs9vjJkO2NrDvGSVSw5FZpxYh5UOwM-ASDbe9ODdFZdaNHvReAQ_mw,"1",5,VI,Geologic Sequestration,Illinois,Putnam,"41.2702652","-89.30939322",,,,,,,,,,,,,US EPA,,Pending,5/12/2022,6/6/2022,"-","-","-","-","-","-",7/22/2022,11/22/2022,1/10/2023,3/22/2023,8/8/2023,11/27/2023,12/14/2023,2/8/2024,2/28/2024,7/3/2024,"-",7/22/2024,"-","-","-","-","-","-","-","-","-",10/31/2024,"-","-","-",12/31/2024,"-",1/30/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"One Earth Sequestration, LLC",One Earth Energy,,One Earth CCS,https://www.oneearthenergy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=143&clear=15&session=10971593252539&cs=3fpnR3oSzDJGJzcEM7BbKN6lNLh0FCSEa_aLlRZh0Tmpjl36IpK_RIBjA84bWOpl1Gv6isoLYXyJlNuZ886AdBw,"3",5,VI,Geologic Sequestration,Illinois,Ford,,,,,,,,,,,,,,,US EPA,,Pending,10/28/2022,11/23/2022,"-","-","-","-","-","-",1/18/2023,5/31/2023,7/17/2023,4/25/2024,5/23/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",10/31/2024,"-","-","-",12/31/2024,"-",2/14/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"One Earth Sequestration, LLC",One Earth Energy,OES #1,One Earth CCS,https://www.oneearthenergy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=143&clear=15&session=10971593252539&cs=3fpnR3oSzDJGJzcEM7BbKN6lNLh0FCSEa_aLlRZh0Tmpjl36IpK_RIBjA84bWOpl1Gv6isoLYXyJlNuZ886AdBw,"3",5,VI,Geologic Sequestration,Illinois,Ford,"40.845427","-88.48001",,,,,,,,,,,,,US EPA,,Pending,10/28/2022,11/23/2022,"-","-","-","-","-","-",1/18/2023,5/31/2023,7/17/2023,4/25/2024,5/23/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",10/31/2024,"-","-","-",12/31/2024,"-",2/14/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"One Earth Sequestration, LLC",One Earth Energy,OES #2,One Earth CCS,https://www.oneearthenergy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=143&clear=15&session=10971593252539&cs=3fpnR3oSzDJGJzcEM7BbKN6lNLh0FCSEa_aLlRZh0Tmpjl36IpK_RIBjA84bWOpl1Gv6isoLYXyJlNuZ886AdBw,"3",5,VI,Geologic Sequestration,Illinois,Ford,"40.500096","-88.474625",,,,,,,,,,,,,US EPA,,Pending,10/28/2022,11/23/2022,"-","-","-","-","-","-",1/18/2023,5/31/2023,7/17/2023,4/25/2024,5/23/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",10/31/2024,"-","-","-",12/31/2024,"-",2/14/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"One Earth Sequestration, LLC",One Earth Energy,OES #3,One Earth CCS,https://www.oneearthenergy.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=143&clear=15&session=10971593252539&cs=3fpnR3oSzDJGJzcEM7BbKN6lNLh0FCSEa_aLlRZh0Tmpjl36IpK_RIBjA84bWOpl1Gv6isoLYXyJlNuZ886AdBw,"3",5,VI,Geologic Sequestration,Illinois,Ford,"40.515829","-88.479947",,,,,,,,,,,,,US EPA,,Pending,10/28/2022,11/23/2022,"-","-","-","-","-","-",1/18/2023,5/31/2023,7/17/2023,4/25/2024,5/23/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",10/31/2024,"-","-","-",12/31/2024,"-",2/14/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"One Carbon Partnership, LP",Vault 44.01,Cardinal CCS1,Hoosier #1,https://www.vault4401.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=142&clear=15&session=10971593252539&cs=3IVvNWp_uIVC3uxSIoCC_JEwT4MkWKesKJ1L4anZNXo-GVKdrVEmDhsJPbmOb7oXM14X8VosuiOPcx2HfveTN-w,"1",5,VI,Geologic Sequestration,Indiana,Randolph,"40.186587","-84.864284",,,,,,,,,,,,,US EPA,,Pending,9/15/2022,10/11/2022,"-","-","-","-","-","-",12/13/2022,1/12/2023,3/31/2023,6/13/2023,7/21/2023,9/28/2023,10/5/2023,3/27/2024,4/10/2024,7/3/2024,7/17/2024,"-","-","-","-","-","-","-","-","-","-",10/31/2024,"-","-","-",12/31/2024,"-",2/14/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Vault,Vault 44.01,Linden Sassafras Hill Injection 1 (LSH INJ1),Linden,https://www.vault4401.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=145&clear=15&session=10971593252539&cs=3GDIff6X__LMjlOD1Nx26WU2Da96NZmzfVWOMt4b4D7MRp6p9h6Oh6z5j0J0cI0nd692cfusW2K1-kw-mOT5u9w,"1",5,VI,Geologic Sequestration,Indiana,Montgomery,"40.210756","-86.865219",,,,,,,,,,,,,US EPA,,Pending,4/7/2023,5/4/2023,9/27/2023,9/8/2023,9/27/2023,"-","-","-",10/26/2023,4/24/2024,5/22/2024,7/3/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",4/28/2025,"-","-","-",6/27/2025,"-",7/27/2025,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Vault GSL - Aster,Vault 44.01,,Aster,https://www.vault4401.com/,,"1",5,VI,Geologic Sequestration,Indiana,Madison,,,,,,,,,,,,,,,US EPA,,Pending,7/25/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Vault GSL - Beargrass,Vault 44.01,,Beargrass,https://www.vault4401.com/,,"1",5,VI,Geologic Sequestration,Indiana,Wabash,,,,,,,,,,,,,,,US EPA,,Pending,7/30/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Pratt Energy,Pratt Energy,,Pratt Energy CCS Project,http://www.prattenergy.com/,,"1",7,VI,Geologic Sequestration,Kansas,Pratt,,,,,,,,,,,,,,,US EPA,,Pending,12/1/2023,12/22/2023,2/5/2024,3/1/2024,4/22/2024,"-","-","-",5/24/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",11/25/2025,"-","-","-",1/24/2026,"-",2/23/2026,"-","-","-","-","-","-","-",,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
