Data Center Name,Address Name ,Street Number ,Street Name,Zip code,City,State ,Lattitude,Longitude,Description,,,,
Eonix Communications Dallas,Eonix Communications Inc,1515,Round Table Drive,75207,Dallas,Texas,33,-96.87843713,"Eonix Communications Dallas DC1 (AS62904) offers a wide variety of server colocation and full rack colocation within the Dallas Metro Area. We also offer Dedicated Servers and Virtual Servers through our sister company, ServerHub.

We offer a Full BGP Blended transit offering. Our blend is best-in-class with multiple transit providers connected to each datacenter and tied together to form one globally unified network.

Our transit includes the following providers: Level3, GTT, Telia, Cogent, Equinix Peering.

We offer 10Mbit, 100Mbit, GiGE and 10GE Ethernet and Fiber connectivity",,,,
Cisco Richardson Data Center,Cisco Systems,2300,E President George Bush Hwy,75082,Richardson,Texas,33,-96.67894652,,,,,
Cisco Allen Data Center,Cisco Systems,2260,Chelsea Blvd,75013,Allen,Texas,33,-96.66106998,,,,,
TPx Dallas Data Center,TPx Communications,717,N Harwood St,75201,Dallas,Texas,33,-96.79813449,"TPX offers robust data center colocation services, providing a secure and resilient environment for businesses' computing hardware and servers. Their facilities feature comprehensive power, cooling, and security systems to ensure operational continuity and efficiency.

With a focus on redundancy and high availability, TPX's data centers are designed to meet stringent regulatory compliance standards and offer scalable solutions to support the growing demands of modern enterprises.",,,,
Synoptek - Dallas Data Center,Synoptek,2323,"Bryan Street
Suite 1150-A",75201,Dallas,Texas,33,-96.79420498,"Turn to EarthLink to provide leading technology in efficiency, security and redundancy. With years of experience managing, maintaining and operating data center facilities, you can be assured that your critical data assets are secure and available.
EarthLink's fault tolerant, high availability Enterprise Class Data Centers feature EarthLink's Next Generation Cloud and are designed to provide Cloud Hosting, Cloud Disaster Recovery and Colocation, with a 99.999% UPTIME GUARANTEE and 24x7x365 monitoring.

NETWORK
• Diverse fiber paths to the Data Centers
• Multiple backbone providers
• 24/7 network monitoring to ensure consistent and reliable availability
• 100% uptime guarantee

POWER
• Diverse A&B UPS power available to every cabinet
• Dual diesel generators
• Multiple active utility feeds
• Metered power or fixed circuit

ENVIRONMENTAL
• Real time energy monitoring /PUE
• Ultra efficient cooling and power systems
• Energy efficient precision cooling
• All equipment in N+1
• Environmentally friendly FM200 inert gas or dry pipe pre-action fire suppression

SECURITY
• Biometrics and secure card access
• Closed circuit TV with 24/7 digital surveillance
• On site security personnel
• 24/7 facility access

SLA
• Industry leading network and facility uptime guarantee
• Available bandwidth sustained at 2x utilization",,,,
Rackspace Dallas ,Rackspace Hosting,801,Industrial Blvd.,76051,Grapevine,Texas,33,-97.1046037,,,,,
Serverphase.com,M&A Technology Inc.,2045,Chenault Drive,75006,Carrollton,Texas,33,-96.84568432,"Background:
Serverphase the Hosting division of M&A Technology (www.macomp.com) a privately held company technology solution provider specializing in technology Sales to K through 12 School District, College and Universities, Corporate Enterprises and Government Agencies.

M&A is a minority owned business, a qualified HUB provider, an eRate provider and is recognized or qualified under a number of federal and state government programs.

Serverphase (www.serverphase.com) is a full service hosting provider. Services available range from co-location services through shared, managed, virtual and cloud services as well as back-up, replication and DR services. We can provide a single service or we can provide a complete end to end solution including H/W, S/W, Hosting and professional services. We have very competitive rates on our hosting and services and as well as very competitive bandwidth rates with capacity options ranging from 1 Mbps to multiple Gbps.

For all your hosting and technology needs please contact us at hostingsales@serverphase.com or visit www.servephase.com.


Services:
Co-location: Racks and Suites
Shared Hosting
Dedicated Hosting (servers, storage, network gear)
Managed Server, Storage and Network services
Virtual Servers and shared storage
Cloud Back-up and Virtual Desktop Services
Disaster Recovery Services

Features include:
2 independent street power feeds with an additional 2 layer of redundancy
24/5 staff on site
27/7 on call staff
Remote hands available
Automatic fire suppression
Video surveillance
Generator
UPS
Alarm system
HVAC

Connectivity:
Multiple Fiber Carriers present, Multiple Metro Gig Connections",,,,
Lumen Dallas,Lumen,1150,Regal Row,75247,Dallas,Texas,33,-96.8843964,,,,,
STACK Infrastructure,STACK INFRASTRUCTURE,1950,N Stemmons Freeway,75207,Dallas,Texas,33,-96.81942273,"STACK is a leading data center company built from the ground up to address the full stack of its clients' critical infrastructure needs, today and into the future. The Company delivers a comprehensive suite of wholesale colocation, build-to-suit, and powered shell solutions in six markets today: Atlanta, Georgia; Chicago, Illinois; Dallas/Fort Worth, Texas; Northern Virginia; Portland, Oregon; and Silicon Valley, California. With unparalleled existing and flexible expansion capacity in the leading availability zones, STACK provides the scale and geographic reach that rapidly growing enterprises and hyperscale companies need. For more information, please visit www.stackinfra.com Hillsboro, Ore. Dallas and Ashburn, Va.",,,,
QTS Irving DC5,QTS Data Centers,6300,Longhorn Drive,75063,Irving,Texas,33,-96.980071,"The newly planned QTS datacenter in Dallas is designed to cater to hyperscale deployments, underscoring the area's growth as a major US technology center. Upon completion, this facility will significantly enhance colocation options and network capabilities for businesses within the region. Companies seeking expansion opportunities within the North Texas market should keep this development on their radar.",,,,
QTS Irving DC6,QTS Data Centers,6300,Longhorn Drive,75063,Irving,Texas,33,-96.98013538,"The newly planned QTS datacenter in Dallas is designed to cater to hyperscale deployments, underscoring the area's growth as a major US technology center. Upon completion, this facility will significantly enhance colocation options and network capabilities for businesses within the region. Companies seeking expansion opportunities within the North Texas market should keep this development on their radar.",,,,
Lumen Dallas 3,Lumen,1201,Main Street,75202,Dallas,Texas,33,-96.8018622,"Facility Specifications

. Total Space: 9,569 sq. ft.
. Colocation Space: 913 sq. ft.
. Ceiling height: 9'0""
. Freight elevator
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (214)-742
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Lumen Fort Worth 1,Lumen,1601,Jones Street,76102,Fort Worth,Texas,33,-97.3233969,"Facility Specifications

. Total Space: 18,686 sq. ft.
. Colocation Space: 1,826 sq. ft.
. N+1 HVAC configuration
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (817)-334
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Lumen Dallas 4,Lumen,400,S Akrad,75202,Dallas,Texas,33,-96.7989116,"Facility Specifications

. Total Space: 36,219 sq. ft.
. Colocation Space: 6,479 sq. ft.
. Ceiling height: 15'0""
. N+1 HVAC configuration
. Freight elevator
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (214)-977
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
